A_KEY_TIME_MEAN,BOTH_DEV_CC_COUNT,GAP_D1,GAP_D5,GAP_SD,KEY_COUNT,KEY_TIME,MANY_KEYS_BY_KEY_PRESSED,MOUSE_COUNT,MOUSE_DDIR_D1,MOUSE_DDIR_D2,MOUSE_DDIR_D3,MOUSE_DIR_D1,MOUSE_DIR_D5,MOUSE_DIR_D6,MOUSE_DIST_D1,MOUSE_DIST_D2,MOUSE_DIST_D3,MOUSE_DIST_D4,MOUSE_DIST_D5,MOUSE_DIST_D6,MOUSE_DIST_D7,MOUSE_GAP_D1,MOUSE_GAP_D2,MOUSE_GAP_D3,MOUSE_SPEED_D1,MOUSE_SPEED_D2,MOUSE_SPEED_D3,MOUSE_SPEED_D5,MULTIPLE_KEYS_DOWN,MULTIPLE_KEYS_DOWN_D1,MULTIPLE_KEYS_UP,MULTIPLE_KEYS_UP_D1
0.074,0.631,0.031,0.076,1.063,2640.0,0.1,0.011,219,0.041,0.215,0.046,48.943,173.601,228.943,0.0,0.0,0.0,0.0,0.0,89.006,292.638,0.001,0.002,0.084,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0
0.074,0.627,0.031,0.076,1.06,2668.0,0.1,0.011,222,0.059,0.211,0.045,48.943,173.601,228.943,0.0,0.0,0.0,0.0,0.0,89.006,292.638,0.001,0.002,0.084,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0
0.074,0.627,0.031,0.076,1.053,2705.0,0.1,0.011,222,0.059,0.211,0.045,48.943,173.601,228.943,0.0,0.0,0.0,0.0,0.0,89.006,292.638,0.001,0.002,0.084,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0
0.118,0.738,0.034,0.115,6.732,2821.0,0.1,0.052,90,0.002,0.24,0.031,53.465,169.041,233.465,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.002,0.105,0.703,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0
0.118,0.726,0.035,0.115,6.706,2842.0,0.1,0.052,91,0.002,0.22,0.029,53.465,176.82,236.632,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.002,0.105,3.197,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0
0.118,0.726,0.034,0.115,6.668,2874.0,0.1,0.051,91,0.002,0.22,0.029,53.465,176.82,236.632,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.002,0.105,3.197,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0
0.118,0.726,0.034,0.115,6.645,2894.0,0.1,0.051,91,0.002,0.22,0.029,53.465,176.82,236.632,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.002,0.105,3.197,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0
0.118,0.73,0.034,0.115,6.617,2919.0,0.1,0.05,92,0.002,0.22,0.029,53.465,176.82,236.632,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.002,0.105,3.197,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0
0.118,0.734,0.034,0.115,6.584,2948.0,0.1,0.05,93,0.002,0.22,0.029,53.465,176.82,236.632,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.002,0.105,5.643,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0
0.118,0.734,0.035,0.115,6.547,2981.0,0.1,0.049,93,0.002,0.22,0.029,53.465,176.82,236.632,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.002,0.105,5.643,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0
0.118,0.734,0.035,0.115,6.515,3011.0,0.2,0.049,93,0.002,0.22,0.029,53.465,176.82,236.632,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.002,0.105,5.643,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0
0.118,0.738,0.035,0.115,6.495,3030.0,0.1,0.049,94,0.002,0.22,0.029,53.465,176.82,236.632,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.002,0.105,5.643,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0
0.118,0.738,0.035,0.115,6.465,3058.0,0.1,0.048,94,0.002,0.22,0.029,53.465,176.82,236.632,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.002,0.105,5.643,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0
0.117,0.738,0.035,0.115,6.433,3088.0,0.1,0.048,94,0.002,0.22,0.029,53.465,176.82,236.632,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.002,0.105,5.643,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0
0.019,0.0,0.015,0.078,71.352,415.0,0.0,0.002,153,0.123,0.247,0.174,39.123,93.945,115.346,0.0,0.0,0.0,0.0,0.0,0.0,64.07,0.001,0.001,0.002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.019,0.0,0.016,0.078,70.59,424.0,0.0,0.002,159,0.118,0.237,0.179,39.123,99.246,115.346,0.0,0.0,0.0,0.0,0.0,0.0,64.07,0.001,0.001,0.002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.019,0.0,0.015,0.078,68.98,444.0,0.0,0.002,162,0.136,0.232,0.175,39.123,93.945,106.557,0.0,0.0,0.0,0.0,0.0,0.0,64.07,0.001,0.001,0.002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.019,0.0,0.015,0.078,68.103,455.0,0.0,0.002,166,0.131,0.223,0.184,39.123,99.246,115.346,0.0,0.0,0.0,0.0,0.0,0.0,64.07,0.001,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019,0.0,0.015,0.078,66.83,473.0,0.0,0.002,171,0.13,0.231,0.182,39.123,99.246,115.346,0.0,0.0,0.0,0.0,0.0,0.0,64.07,0.001,0.001,0.002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.019,0.0,0.015,0.078,65.66,490.0,0.0,0.002,177,0.125,0.235,0.175,39.123,99.246,115.346,0.0,0.0,0.0,0.0,0.0,0.0,64.07,0.001,0.001,0.002,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
0.019,0.0,0.015,0.078,64.421,509.0,0.0,0.002,180,0.123,0.246,0.173,39.123,93.945,115.346,0.0,0.0,0.0,0.0,0.0,0.0,64.07,0.001,0.001,0.002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.019,0.0,0.015,0.081,63.553,523.0,0.0,0.002,186,0.119,0.249,0.167,39.123,93.945,115.346,0.0,0.0,0.0,0.0,0.0,0.0,64.07,0.001,0.001,0.002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.019,0.0,0.015,0.081,62.806,535.0,0.0,0.002,189,0.117,0.258,0.165,39.123,93.945,115.346,0.0,0.0,0.0,0.0,0.0,0.0,64.07,0.001,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.019,0.0,0.015,0.081,61.859,552.0,0.0,0.002,195,0.114,0.26,0.159,39.123,93.945,115.346,0.0,0.0,0.0,0.0,0.0,0.0,64.07,0.001,0.001,0.002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.019,0.0,0.015,0.081,61.089,566.0,0.0,0.002,204,0.108,0.261,0.162,39.123,93.945,115.346,0.0,0.0,0.0,0.0,0.0,0.0,64.07,0.001,0.001,0.002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.087,0.2,0.019,0.067,2.231,94.0,0.1,0.234,30,0.159,0.242,0.12,40.45,150.945,230.951,0.0,0.0,0.0,0.0,0.0,0.0,10.296,0.001,0.002,0.004,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
0.085,0.167,0.019,0.065,1.988,123.0,0.1,0.187,36,0.13,0.199,0.179,40.45,115.907,230.951,0.0,0.0,0.0,0.0,0.0,0.0,10.296,0.002,0.002,0.005,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
0.084,0.143,0.012,0.065,1.765,153.0,0.1,0.216,40,0.11,0.168,0.232,40.45,115.907,230.951,0.0,0.0,0.0,0.0,0.0,0.0,126.178,0.002,0.002,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.083,0.125,0.012,0.065,1.621,188.0,0.1,0.234,46,0.094,0.144,0.274,40.45,115.907,230.951,0.0,0.0,0.0,0.0,0.0,0.0,126.178,0.002,0.002,0.004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.085,0.111,0.012,0.065,1.531,216.0,0.1,0.296,52,0.084,0.129,0.301,40.45,115.907,230.951,0.0,0.0,0.0,0.0,0.0,0.0,126.178,0.002,0.003,0.058,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.084,0.2,0.012,0.067,1.449,253.0,0.1,0.304,55,0.06,0.092,0.215,40.45,205.714,230.951,0.0,0.0,0.0,0.0,0.0,0.0,126.178,0.002,0.002,0.004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.083,0.273,0.012,0.068,1.354,291.0,0.1,0.316,56,0.06,0.092,0.215,40.45,205.714,230.951,0.0,0.0,0.0,0.0,0.0,0.0,126.178,0.002,0.002,0.058,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.083,0.273,0.012,0.069,1.288,324.0,0.1,0.34,56,0.06,0.092,0.215,40.45,205.714,230.951,0.0,0.0,0.0,0.0,0.0,0.0,126.178,0.002,0.002,0.058,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
0.083,0.333,0.012,0.069,1.243,352.0,0.1,0.321,57,0.06,0.092,0.215,40.45,205.714,230.951,0.0,0.0,0.0,0.0,0.0,0.0,126.178,0.002,0.003,0.058,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
0.083,0.385,0.012,0.07,1.183,391.0,0.1,0.317,67,0.258,0.071,0.171,40.45,115.907,230.951,0.0,0.0,0.0,0.0,0.0,0.0,23.087,0.002,0.003,0.058,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0
0.083,0.429,0.012,0.07,1.15,421.0,0.1,0.297,75,0.327,0.05,0.12,40.45,115.907,207.436,0.0,0.0,0.0,0.0,0.0,0.0,23.087,0.001,0.002,0.007,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0.083,0.467,0.012,0.072,1.127,443.0,0.1,0.284,76,0.286,0.044,0.105,40.45,205.714,207.436,0.0,0.0,0.0,0.0,0.0,0.0,23.087,0.001,0.002,0.007,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.082,0.5,0.012,0.072,1.092,475.0,0.3,0.312,77,0.286,0.044,0.105,40.45,205.714,207.436,0.0,0.0,0.0,0.0,0.0,0.0,23.087,0.001,0.003,0.007,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
0.081,0.529,0.013,0.072,1.062,507.0,0.1,0.294,81,0.364,0.039,0.093,26.874,115.907,207.436,0.0,0.0,0.0,0.0,0.0,0.0,23.087,0.001,0.002,0.007,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0.081,0.5,0.015,0.072,1.053,527.0,0.1,0.285,85,0.388,0.032,0.077,30.327,115.907,207.436,0.0,0.0,0.0,0.0,0.0,0.0,126.178,0.002,0.002,0.007,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.081,0.526,0.013,0.072,1.021,568.0,0.1,0.317,86,0.356,0.029,0.07,30.327,205.714,207.436,0.0,0.0,0.0,0.0,0.0,0.0,126.178,0.002,0.002,0.016,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
0.081,0.55,0.015,0.072,0.976,623.0,0.1,0.345,87,0.356,0.029,0.07,30.327,205.714,207.436,0.0,0.0,0.0,0.0,0.0,0.0,126.178,0.002,0.003,0.016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.081,0.571,0.015,0.072,0.943,669.0,0.1,0.339,88,0.356,0.029,0.07,30.327,205.714,207.436,0.0,0.0,0.0,0.0,0.0,0.0,126.178,0.002,0.003,0.016,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.08,0.571,0.015,0.072,0.91,720.0,0.1,0.374,88,0.356,0.029,0.07,30.327,205.714,207.436,0.0,0.0,0.0,0.0,0.0,0.0,126.178,0.002,0.003,0.016,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
0.08,0.591,0.015,0.072,0.899,744.0,0.1,0.384,89,0.356,0.029,0.07,30.327,205.714,207.436,0.0,0.0,0.0,0.0,0.0,0.0,23.087,0.002,0.003,0.058,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
0.08,0.609,0.015,0.072,0.883,778.0,0.1,0.398,90,0.356,0.029,0.07,30.327,205.714,207.436,0.0,0.0,0.0,0.0,0.0,0.0,23.087,0.002,0.003,0.058,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.08,0.625,0.015,0.072,0.869,823.0,0.1,0.42,91,0.356,0.029,0.07,30.327,205.714,207.436,0.0,0.0,0.0,0.0,0.0,0.0,23.087,0.002,0.003,0.058,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.08,0.64,0.015,0.072,0.847,871.0,0.1,0.44,92,0.356,0.029,0.07,30.327,205.714,207.436,0.0,0.0,0.0,0.0,0.0,0.0,23.087,0.002,0.003,0.058,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.08,0.64,0.015,0.072,0.831,905.0,0.1,0.456,92,0.356,0.029,0.07,30.327,205.714,207.436,0.0,0.0,0.0,0.0,0.0,0.0,23.087,0.002,0.003,0.058,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.08,0.654,0.015,0.072,0.818,950.0,0.1,0.471,96,0.405,0.027,0.065,30.327,115.907,207.436,0.0,0.0,0.0,0.0,0.0,0.0,23.087,0.002,0.003,0.06,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
0.08,0.654,0.015,0.072,0.808,976.0,0.1,0.481,98,0.399,0.027,0.064,32.72,115.907,207.436,0.0,0.0,0.0,0.0,0.0,0.0,23.087,0.002,0.003,0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.079,0.63,0.015,0.072,0.794,1018.0,0.0,0.496,99,0.399,0.027,0.064,32.72,115.907,207.436,0.0,0.0,0.0,0.0,0.0,0.0,23.087,0.002,0.003,0.06,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.079,0.643,0.015,0.072,0.79,1040.0,0.3,0.488,103,0.413,0.023,0.056,30.327,115.907,207.436,0.0,0.0,0.0,0.0,0.0,0.0,23.087,0.002,0.003,0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.079,0.643,0.015,0.072,0.772,1093.0,0.1,0.497,103,0.413,0.023,0.056,30.327,115.907,207.436,0.0,0.0,0.0,0.0,0.0,0.0,23.087,0.002,0.003,0.06,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
0.079,0.655,0.015,0.072,0.764,1125.0,0.1,0.488,106,0.422,0.021,0.05,30.327,115.907,207.436,0.0,0.0,0.0,0.0,0.0,0.0,126.178,0.002,0.003,0.06,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.079,0.667,0.015,0.072,0.758,1160.0,0.1,0.497,110,0.43,0.019,0.045,30.327,205.714,207.436,0.0,0.0,0.0,0.0,0.0,0.0,139.359,0.002,0.003,0.06,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.079,0.677,0.015,0.072,0.74,1222.0,0.1,0.507,111,0.41,0.018,0.043,30.327,205.714,213.441,0.0,0.0,0.0,0.0,0.0,0.0,139.359,0.002,0.003,0.06,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.079,0.656,0.015,0.071,0.727,1269.0,0.1,0.501,113,0.437,0.017,0.041,31.725,205.714,207.436,0.0,0.0,0.0,0.0,0.0,0.0,139.359,0.002,0.003,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.079,0.656,0.015,0.07,0.712,1333.0,0.1,0.497,115,0.437,0.017,0.041,31.725,205.714,207.436,0.0,0.0,0.0,0.0,0.0,0.0,139.359,0.002,0.003,0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.079,0.667,0.015,0.07,0.706,1376.0,0.1,0.504,118,0.443,0.016,0.037,31.725,205.714,211.725,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.003,0.06,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
0.079,0.676,0.015,0.07,0.701,1412.0,0.1,0.491,121,0.447,0.014,0.035,31.725,205.714,211.725,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.003,0.06,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
0.08,0.676,0.015,0.07,0.689,1464.0,0.1,0.489,121,0.447,0.014,0.035,31.725,205.714,211.725,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.003,0.06,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
0.079,0.657,0.015,0.07,0.684,1497.0,0.3,0.478,125,0.451,0.013,0.032,31.725,205.714,211.725,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.003,0.06,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
0.079,0.657,0.015,0.07,0.671,1554.0,0.1,0.461,125,0.451,0.013,0.032,31.725,205.714,211.725,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.003,0.06,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
0.079,0.667,0.015,0.07,0.666,1590.0,0.1,0.45,129,0.454,0.012,0.03,31.725,205.714,211.725,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.003,0.06,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
0.079,0.676,0.015,0.07,0.657,1647.0,0.1,0.435,130,0.44,0.012,0.029,31.725,205.714,211.725,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.003,0.06,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
0.079,0.684,0.015,0.07,0.65,1684.0,0.1,0.425,133,0.457,0.012,0.028,31.725,205.714,211.725,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.003,0.06,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0
0.079,0.667,0.014,0.07,0.642,1728.0,0.1,0.414,135,0.458,0.011,0.026,31.725,205.714,211.665,0.0,0.0,0.0,0.0,0.0,10.296,159.0,0.002,0.003,0.06,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.08,0.667,0.015,0.07,1.631,1776.0,0.1,0.423,137,0.458,0.011,0.026,31.725,205.714,211.665,0.0,0.0,0.0,0.0,0.0,10.296,159.0,0.002,0.003,0.06,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
0.08,0.675,0.015,0.07,1.618,1808.0,0.1,0.418,138,0.454,0.011,0.026,31.725,205.714,211.665,0.0,0.0,0.0,0.0,0.0,10.296,159.0,0.002,0.003,0.06,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0
0.08,0.683,0.015,0.07,1.6,1852.0,0.1,0.408,139,0.454,0.011,0.026,31.725,205.714,211.665,0.0,0.0,0.0,0.0,0.0,10.296,159.0,0.002,0.003,0.06,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
0.08,0.69,0.015,0.07,1.584,1893.0,0.1,0.399,140,0.454,0.011,0.026,31.725,205.714,211.665,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.002,0.003,0.06,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
0.081,0.69,0.015,0.07,1.56,1952.0,0.1,0.387,140,0.454,0.011,0.026,31.725,205.714,211.665,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.002,0.003,0.06,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0
0.081,0.698,0.015,0.07,1.549,1984.0,0.1,0.385,141,0.454,0.011,0.026,31.725,205.714,211.665,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.002,0.003,0.06,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0
0.081,0.698,0.015,0.07,1.526,2044.0,0.1,0.393,141,0.454,0.011,0.026,31.725,205.714,211.665,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.002,0.003,0.06,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
0.082,0.705,0.015,0.069,1.511,2088.0,0.1,0.386,142,0.454,0.011,0.026,31.725,205.714,211.665,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.002,0.003,0.083,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0
0.082,0.711,0.015,0.069,1.498,2128.0,0.1,0.378,143,0.454,0.011,0.026,31.725,205.714,211.665,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.003,0.083,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0
0.082,0.711,0.015,0.07,1.483,2170.0,0.1,0.371,143,0.454,0.011,0.026,31.725,205.714,211.665,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.003,0.083,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0
0.083,0.717,0.015,0.07,1.475,2199.0,0.2,0.366,144,0.454,0.011,0.026,31.725,205.714,211.665,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.003,0.083,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0
0.083,0.723,0.015,0.07,1.463,2237.0,0.1,0.36,145,0.454,0.011,0.026,31.725,205.714,211.665,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.003,0.083,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
0.083,0.723,0.015,0.07,1.446,2291.0,0.1,0.351,145,0.454,0.011,0.026,31.725,205.714,211.665,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.003,0.083,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0
0.083,0.729,0.015,0.07,1.432,2339.0,0.1,0.344,146,0.454,0.011,0.026,31.725,205.714,211.665,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.003,0.083,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0
0.084,0.735,0.015,0.07,1.423,2369.0,0.1,0.34,147,0.454,0.011,0.026,31.725,205.714,211.725,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.003,0.083,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
0.084,0.74,0.015,0.07,1.416,2398.0,0.1,0.336,148,0.453,0.011,0.027,31.725,205.714,211.665,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.003,0.083,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0
0.084,0.745,0.015,0.07,1.406,2432.0,0.1,0.331,149,0.453,0.011,0.027,31.725,205.714,211.665,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.003,0.083,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
0.084,0.75,0.015,0.07,1.395,2474.0,0.1,0.329,150,0.453,0.011,0.027,31.725,205.714,211.665,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.003,0.083,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
0.084,0.755,0.015,0.07,1.387,2505.0,0.2,0.325,151,0.453,0.011,0.027,31.725,205.714,211.725,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.003,0.083,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
0.084,0.755,0.015,0.07,1.37,2569.0,0.1,0.316,151,0.453,0.011,0.027,31.725,205.714,211.725,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.003,0.083,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0
0.084,0.759,0.015,0.07,1.358,2614.0,0.1,0.311,152,0.453,0.011,0.027,31.725,205.714,211.725,0.0,0.0,0.0,0.0,0.0,10.296,142.58,0.002,0.004,0.083,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0
0.084,0.764,0.015,0.07,1.349,2653.0,0.1,0.306,153,0.453,0.011,0.027,31.725,205.714,211.725,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.004,0.083,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0
0.084,0.764,0.015,0.07,1.333,2719.0,0.1,0.299,153,0.453,0.011,0.027,31.725,205.714,211.725,0.0,0.0,0.0,0.0,0.0,0.0,142.58,0.002,0.004,0.083,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0
0.09,0.0,0.03,0.083,1.035,151.0,0.1,0.411,57,0.346,0.037,0.165,18.174,131.785,153.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
0.088,0.0,0.021,0.083,0.98,178.0,0.1,0.348,59,0.346,0.037,0.165,18.174,131.785,153.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0
0.088,0.0,0.029,0.083,0.992,194.0,0.1,0.32,67,0.359,0.061,0.137,18.174,99.189,153.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
0.087,0.0,0.021,0.083,0.91,233.0,0.1,0.266,72,0.383,0.051,0.116,18.174,99.189,153.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
0.087,0.0,0.021,0.083,0.878,275.0,0.1,0.225,78,0.424,0.046,0.13,18.072,99.189,131.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
0.087,0.0,0.021,0.083,0.962,279.0,0.1,0.222,84,0.38,0.041,0.144,18.072,112.504,153.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
0.086,0.0,0.03,0.084,0.93,311.0,0.1,0.199,86,0.38,0.041,0.144,18.072,112.504,153.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0
0.086,0.0,0.029,0.083,0.926,330.0,0.1,0.188,96,0.375,0.054,0.122,15.479,99.189,153.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
0.086,0.0,0.028,0.083,0.951,340.0,0.1,0.182,107,0.383,0.049,0.125,15.479,99.189,153.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0
0.087,0.043,0.029,0.083,0.94,358.0,0.1,0.173,115,0.313,0.128,0.094,15.479,125.311,153.435,0.0,0.0,0.0,0.0,0.0,0.0,63.032,0.0,0.001,0.001,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
0.087,0.077,0.03,0.084,0.937,376.0,0.1,0.165,122,0.26,0.182,0.089,18.072,99.189,153.435,0.0,0.0,0.0,0.0,0.0,0.0,63.032,0.0,0.001,0.001,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
0.088,0.111,0.03,0.085,0.935,395.0,0.2,0.157,126,0.226,0.223,0.077,18.174,99.189,153.435,0.0,0.0,0.0,0.0,0.0,0.0,63.032,0.0,0.001,0.001,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
